HostElementId,HostCategory,HostElementName,ParameterId,ParameterTypeId,ParameterName,ParameterValue
493790,Walls,CL_W1,-1001109,autodesk.spec.aec:length-2.0.0,"Top Offset","-1000"
493790,Walls,CL_W1,-1001108,autodesk.spec.aec:length-2.0.0,"Base Offset","-1500"
493790,Walls,CL_W1,-1001107,,"Base Constraint","Level 1"
493790,Walls,CL_W1,-1001105,autodesk.spec.aec:length-2.0.0,"Unconnected Height","3500"
493790,Walls,CL_W1,-1001103,,"Top Constraint","Up to level: Level 2"
493790,Walls,CL_W1,-1001007,autodesk.spec:spec.bool-1.0.0,"Room Bounding","Yes"
493879,Walls,Foundation - 300mm Concrete,-1152385,autodesk.spec.reference:image-1.0.0,"Image","<None>"
493879,Walls,Foundation - 300mm Concrete,-1140363,,"Category","Walls"
493879,Walls,Foundation - 300mm Concrete,-1140362,,"Category","Walls"
493879,Walls,Foundation - 300mm Concrete,-1019100,,"Cross-Section","Vertical"
493879,Walls,Foundation - 300mm Concrete,-1013437,,"Rebar Cover - Other Faces","Rebar Cover 1 <25 mm>"
493879,Walls,Foundation - 300mm Concrete,-1013436,,"Rebar Cover - Interior Face","Rebar Cover 1 <25 mm>"
493879,Walls,Foundation - 300mm Concrete,-1013435,,"Rebar Cover - Exterior Face","Rebar Cover 1 <25 mm>"
493879,Walls,Foundation - 300mm Concrete,-1013201,,"Design Option","-1"
493879,Walls,Foundation - 300mm Concrete,-1012829,autodesk.spec.aec:length-2.0.0,"Base Extension Distance","0"
493879,Walls,Foundation - 300mm Concrete,-1012828,autodesk.spec.aec:length-2.0.0,"Top Extension Distance","0"
493879,Walls,Foundation - 300mm Concrete,-1012806,autodesk.spec.aec:volume-2.0.0,"Volume","9.06 m³"
493879,Walls,Foundation - 300mm Concrete,-1012805,autodesk.spec.aec:area-2.0.0,"Area","31 m²"
493879,Walls,Foundation - 300mm Concrete,-1012101,,"Phase Demolished","None"
493879,Walls,Foundation - 300mm Concrete,-1012100,,"Phase Created","Working Drawings"
493879,Walls,Foundation - 300mm Concrete,-1010106,autodesk.spec:spec.string-2.0.0,"Comments",""
493879,Walls,Foundation - 300mm Concrete,-1004005,autodesk.spec.aec:length-2.0.0,"Length","8947"
493879,Walls,Foundation - 300mm Concrete,-1002052,,"Family and Type","Basic Wall: Foundation - 300mm Concrete"
493879,Walls,Foundation - 300mm Concrete,-1002051,,"Family","Basic Wall"
493879,Walls,Foundation - 300mm Concrete,-1002050,,"Type","Foundation - 300mm Concrete"
493879,Walls,Foundation - 300mm Concrete,-1002002,autodesk.spec:spec.string-2.0.0,"Family Name",""
493879,Walls,Foundation - 300mm Concrete,-1002001,autodesk.spec:spec.string-2.0.0,"Type Name",""
493879,Walls,Foundation - 300mm Concrete,-1002000,,"Type Id","581500"
493879,Walls,Foundation - 300mm Concrete,-1001713,autodesk.spec:spec.bool-1.0.0,"Related to Mass","No"
493879,Walls,Foundation - 300mm Concrete,-1001596,autodesk.spec:spec.bool-1.0.0,"Structural","Yes"
493879,Walls,Foundation - 300mm Concrete,-1001552,autodesk.spec:spec.bool-1.0.0,"Enable Analytical Model","Yes"
493879,Walls,Foundation - 300mm Concrete,-1001203,autodesk.spec:spec.string-2.0.0,"Mark",""
493879,Walls,Foundation - 300mm Concrete,-1001122,,"Location Line","Wall Centerline"
493879,Walls,Foundation - 300mm Concrete,-1001119,,"Structural Usage","Bearing"
493879,Walls,Foundation - 300mm Concrete,-1001118,autodesk.spec:spec.bool-1.0.0,"Base is Attached","No"
493879,Walls,Foundation - 300mm Concrete,-1001117,autodesk.spec:spec.bool-1.0.0,"Top is Attached","No"
493879,Walls,Foundation - 300mm Concrete,-1001109,autodesk.spec.aec:length-2.0.0,"Top Offset","-1000"
493879,Walls,Foundation - 300mm Concrete,-1001108,autodesk.spec.aec:length-2.0.0,"Base Offset","-1500"
493879,Walls,Foundation - 300mm Concrete,-1001107,,"Base Constraint","Level 1"
493879,Walls,Foundation - 300mm Concrete,-1001105,autodesk.spec.aec:length-2.0.0,"Unconnected Height","3500"
493879,Walls,Foundation - 300mm Concrete,-1001103,,"Top Constraint","Up to level: Level 2"
493879,Walls,Foundation - 300mm Concrete,-1001007,autodesk.spec:spec.bool-1.0.0,"Room Bounding","Yes"
495352,Floors,Concrete-Domestic 425mm,-1152385,autodesk.spec.reference:image-1.0.0,"Image","<None>"
495352,Floors,Concrete-Domestic 425mm,-1140363,,"Category","Floors"
495352,Floors,Concrete-Domestic 425mm,-1140362,,"Category","Floors"
495352,Floors,Concrete-Domestic 425mm,-1013439,,"Rebar Cover - Bottom Face","Rebar Cover 1 <25 mm>"
495352,Floors,Concrete-Domestic 425mm,-1013438,,"Rebar Cover - Top Face","Rebar Cover 1 <25 mm>"
495352,Floors,Concrete-Domestic 425mm,-1013437,,"Rebar Cover - Other Faces","Rebar Cover 1 <25 mm>"
495352,Floors,Concrete-Domestic 425mm,-1013201,,"Design Option","-1"
495352,Floors,Concrete-Domestic 425mm,-1012806,autodesk.spec.aec:volume-2.0.0,"Volume","16.35 m³"
495352,Floors,Concrete-Domestic 425mm,-1012805,autodesk.spec.aec:area-2.0.0,"Area","38 m²"
495352,Floors,Concrete-Domestic 425mm,-1012101,,"Phase Demolished","None"
495352,Floors,Concrete-Domestic 425mm,-1012100,,"Phase Created","Working Drawings"
495352,Floors,Concrete-Domestic 425mm,-1010106,autodesk.spec:spec.string-2.0.0,"Comments",""
495352,Floors,Concrete-Domestic 425mm,-1006016,autodesk.spec.aec:slope-2.0.0,"Slope","0.00°"
495352,Floors,Concrete-Domestic 425mm,-1002062,,"Level","Level 1"
495352,Floors,Concrete-Domestic 425mm,-1002052,,"Family and Type","Floor: Concrete-Domestic 425mm"
495352,Floors,Concrete-Domestic 425mm,-1002051,,"Family","Floor"
495352,Floors,Concrete-Domestic 425mm,-1002050,,"Type","Concrete-Domestic 425mm"
495352,Floors,Concrete-Domestic 425mm,-1002002,autodesk.spec:spec.string-2.0.0,"Family Name",""
495352,Floors,Concrete-Domestic 425mm,-1002001,autodesk.spec:spec.string-2.0.0,"Type Name",""
495352,Floors,Concrete-Domestic 425mm,-1002000,,"Type Id","581405"
495352,Floors,Concrete-Domestic 425mm,-1001954,autodesk.spec:spec.bool-1.0.0,"Structural","Yes"
495352,Floors,Concrete-Domestic 425mm,-1001953,autodesk.spec.aec:length-2.0.0,"Perimeter","24820"
495352,Floors,Concrete-Domestic 425mm,-1001952,,"Level","Level 1"
495352,Floors,Concrete-Domestic 425mm,-1001951,autodesk.spec.aec:length-2.0.0,"Height Offset From Level","0"
495352,Floors,Concrete-Domestic 425mm,-1001900,autodesk.spec.aec:length-2.0.0,"Thickness","425"
495352,Floors,Concrete-Domestic 425mm,-1001713,autodesk.spec:spec.bool-1.0.0,"Related to Mass","No"
495352,Floors,Concrete-Domestic 425mm,-1001658,autodesk.spec.aec:length-2.0.0,"Elevation at Bottom Survey","-425"
495352,Floors,Concrete-Domestic 425mm,-1001657,autodesk.spec.aec:length-2.0.0,"Elevation at Top Survey","0"
495352,Floors,Concrete-Domestic 425mm,-1001656,autodesk.spec.aec:length-2.0.0,"Core Thickness","225"
495352,Floors,Concrete-Domestic 425mm,-1001655,autodesk.spec.aec:length-2.0.0,"Elevation at Bottom Core","-225"
495352,Floors,Concrete-Domestic 425mm,-1001654,autodesk.spec.aec:length-2.0.0,"Elevation at Top Core","0"
495352,Floors,Concrete-Domestic 425mm,-1001598,autodesk.spec.aec:length-2.0.0,"Elevation at Top","0"
495352,Floors,Concrete-Domestic 425mm,-1001561,autodesk.spec.aec:length-2.0.0,"Elevation at Bottom","-425"
495352,Floors,Concrete-Domestic 425mm,-1001552,autodesk.spec:spec.bool-1.0.0,"Enable Analytical Model","Yes"
495352,Floors,Concrete-Domestic 425mm,-1001203,autodesk.spec:spec.string-2.0.0,"Mark",""
495352,Floors,Concrete-Domestic 425mm,-1001007,autodesk.spec:spec.bool-1.0.0,"Room Bounding","Yes"
498286,,Dash - Tight,-1140363,,"Category",""
498286,,Dash - Tight,-1140362,,"Category",""
498286,,Dash - Tight,-1013201,,"Design Option","-1"
498286,,Dash - Tight,-1002002,autodesk.spec:spec.string-2.0.0,"Family Name",""
498286,,Dash - Tight,-1002001,autodesk.spec:spec.string-2.0.0,"Type Name",""
509467,Materials,Metal - Steel - 345 MPa,-1152385,autodesk.spec.reference:image-1.0.0,"Image","<None>"
509467,Materials,Metal - Steel - 345 MPa,-1152314,autodesk.spec:spec.bool-1.0.0,"Thermally Treated","No"
509467,Materials,Metal - Steel - 345 MPa,-1150465,autodesk.spec:spec.string-2.0.0,"Subclass",""
509467,Materials,Metal - Steel - 345 MPa,-1150464,,"Class","Undefined"
509467,Materials,Metal - Steel - 345 MPa,-1140422,autodesk.spec:spec.string-2.0.0,"Keynote",""
509467,Materials,Metal - Steel - 345 MPa,-1140400,,"Material Type","Steel"
509467,Materials,Metal - Steel - 345 MPa,-1140363,,"Category","Materials"
509467,Materials,Metal - Steel - 345 MPa,-1140362,,"Category","Materials"
509467,Materials,Metal - Steel - 345 MPa,-1140355,autodesk.spec:spec.string-2.0.0,"Name","Metal - Steel - 345 MPa"
509467,Materials,Metal - Steel - 345 MPa,-1140322,,"Behavior","Isotropic"
509467,Materials,Metal - Steel - 345 MPa,-1140320,autodesk.spec.aec:number-2.0.0,"Reduction factor for shear","0"
509467,Materials,Metal - Steel - 345 MPa,-1140319,autodesk.spec.aec.structural:stress-2.0.0,"Minimum tensile strength","0.0 MPa"
509467,Materials,Metal - Steel - 345 MPa,-1140318,autodesk.spec.aec.structural:stress-2.0.0,"Minimum yield stress","0.0 MPa"
509467,Materials,Metal - Steel - 345 MPa,-1140312,autodesk.spec.aec.structural:thermalExpansionCoefficient-2.0.0,"Thermal expansion coefficient Z","0.00000 1/°C"
509467,Materials,Metal - Steel - 345 MPa,-1140311,autodesk.spec.aec.structural:thermalExpansionCoefficient-2.0.0,"Thermal expansion coefficient Y","0.00000 1/°C"
509467,Materials,Metal - Steel - 345 MPa,-1140310,autodesk.spec.aec.structural:thermalExpansionCoefficient-2.0.0,"Thermal expansion coefficient X","0.00000 1/°C"
509467,Materials,Metal - Steel - 345 MPa,-1140309,autodesk.spec.aec.structural:unitWeight-2.0.0,"Unit weight","0.0 kN/m³"
509467,Materials,Metal - Steel - 345 MPa,-1140308,autodesk.spec.aec.structural:stress-2.0.0,"Shear modulus Z","0.0 MPa"
509467,Materials,Metal - Steel - 345 MPa,-1140307,autodesk.spec.aec.structural:stress-2.0.0,"Shear modulus Y","0.0 MPa"
509467,Materials,Metal - Steel - 345 MPa,-1140306,autodesk.spec.aec.structural:stress-2.0.0,"Shear modulus X","0.0 MPa"
509467,Materials,Metal - Steel - 345 MPa,-1140305,autodesk.spec.aec:number-2.0.0,"Poisson ratio Z","0"
509467,Materials,Metal - Steel - 345 MPa,-1140304,autodesk.spec.aec:number-2.0.0,"Poisson ratio Y","0"
509467,Materials,Metal - Steel - 345 MPa,-1140303,autodesk.spec.aec:number-2.0.0,"Poisson ratio X","0"
509467,Materials,Metal - Steel - 345 MPa,-1140302,autodesk.spec.aec.structural:stress-2.0.0,"Young modulus Z","0.0 MPa"
509467,Materials,Metal - Steel - 345 MPa,-1140301,autodesk.spec.aec.structural:stress-2.0.0,"Young modulus Y","0.0 MPa"
509467,Materials,Metal - Steel - 345 MPa,-1140300,autodesk.spec.aec.structural:stress-2.0.0,"Young modulus X","0.0 MPa"
509467,Materials,Metal - Steel - 345 MPa,-1013201,,"Design Option","-1"
509467,Materials,Metal - Steel - 345 MPa,-1010109,autodesk.spec:spec.string-2.0.0,"Model",""
509467,Materials,Metal - Steel - 345 MPa,-1010108,autodesk.spec:spec.string-2.0.0,"Manufacturer",""
509467,Materials,Metal - Steel - 345 MPa,-1010106,autodesk.spec:spec.string-2.0.0,"Comments",""
509467,Materials,Metal - Steel - 345 MPa,-1010104,autodesk.spec.string:url-2.0.0,"URL",""
509467,Materials,Metal - Steel - 345 MPa,-1010103,autodesk.spec:spec.string-2.0.0,"Description",""
509467,Materials,Metal - Steel - 345 MPa,-1002554,autodesk.spec:spec.int64-2.0.0,"Shininess","128"
509467,Materials,Metal - Steel - 345 MPa,-1002553,autodesk.spec:spec.int64-2.0.0,"Smoothness","50"
509467,Materials,Metal - Steel - 345 MPa,-1002552,autodesk.spec:spec.bool-1.0.0,"Glow","No"
509467,Materials,Metal - Steel - 345 MPa,-1002551,autodesk.spec:spec.int64-2.0.0,"Transparency","0"
509467,Materials,Metal - Steel - 345 MPa,-1002550,,"Color",""
509467,Materials,Metal - Steel - 345 MPa,-1002002,autodesk.spec:spec.string-2.0.0,"Family Name",""
509467,Materials,Metal - Steel - 345 MPa,-1002001,autodesk.spec:spec.string-2.0.0,"Type Name",""
509467,Materials,Metal - Steel - 345 MPa,-1001205,autodesk.spec.measurable:currency-2.0.0,"Cost","0.00"
509467,Materials,Metal - Steel - 345 MPa,-1001203,autodesk.spec:spec.string-2.0.0,"Mark",""
509467,Materials,Metal - Steel - 345 MPa,198377,autodesk.spec.aec:number-1.0.0,"Recycled Content","0"
509468,Structural Foundations,600mm Diameter,-1152384,autodesk.spec.reference:image-1.0.0,"Type Image","<None>"
509468,Structural Foundations,600mm Diameter,-1140422,autodesk.spec:spec.string-2.0.0,"Keynote",""
509468,Structural Foundations,600mm Diameter,-1140363,,"Category","Structural Foundations"
509468,Structural Foundations,600mm Diameter,-1140362,,"Category","Structural Foundations"
509468,Structural Foundations,600mm Diameter,-1013201,,"Design Option","-1"
509468,Structural Foundations,600mm Diameter,-1010109,autodesk.spec:spec.string-2.0.0,"Model",""
509468,Structural Foundations,600mm Diameter,-1010108,autodesk.spec:spec.string-2.0.0,"Manufacturer",""
509468,Structural Foundations,600mm Diameter,-1010105,autodesk.spec:spec.string-2.0.0,"Type Comments",""
509468,Structural Foundations,600mm Diameter,-1010104,autodesk.spec.string:url-2.0.0,"URL",""
509468,Structural Foundations,600mm Diameter,-1010103,autodesk.spec:spec.string-2.0.0,"Description",""
509468,Structural Foundations,600mm Diameter,-1005556,autodesk.spec:spec.string-2.0.0,"Code Name",""
509468,Structural Foundations,600mm Diameter,-1002503,autodesk.spec:spec.string-2.0.0,"OmniClass Title",""
509468,Structural Foundations,600mm Diameter,-1002502,autodesk.spec:spec.string-2.0.0,"OmniClass Number",""
509468,Structural Foundations,600mm Diameter,-1002501,autodesk.spec:spec.string-2.0.0,"Assembly Description","Piles - Steel Pipe"
509468,Structural Foundations,600mm Diameter,-1002500,autodesk.spec:spec.string-2.0.0,"Assembly Code","A1020130"
509468,Structural Foundations,600mm Diameter,-1002002,autodesk.spec:spec.string-2.0.0,"Family Name","M_Pile-Steel Pipe"
509468,Structural Foundations,600mm Diameter,-1002001,autodesk.spec:spec.string-2.0.0,"Type Name","600mm Diameter"
509468,Structural Foundations,600mm Diameter,-1001405,autodesk.spec:spec.string-2.0.0,"Type Mark",""
509468,Structural Foundations,600mm Diameter,-1001205,autodesk.spec.measurable:currency-2.0.0,"Cost","0.00"
509468,Structural Foundations,600mm Diameter,509456,autodesk.spec.aec:length-1.0.0,"Depth","6000"
509468,Structural Foundations,600mm Diameter,509457,autodesk.spec.aec:length-1.0.0,"Diameter","300"
509468,Structural Foundations,600mm Diameter,509465,autodesk.spec.aec:length-1.0.0,"Radius","150"
509468,Structural Foundations,600mm Diameter,509466,autodesk.spec.aec:length-1.0.0,"Minimum Embedment","152"
511122,Levels,Foundation,-1140363,,"Category","Levels"
511122,Levels,Foundation,-1140362,,"Category","Levels"
511122,Levels,Foundation,-1013201,,"Design Option","-1"
511122,Levels,Foundation,-1012201,,"Scope Box","None"
511122,Levels,Foundation,-1008000,autodesk.spec:spec.string-2.0.0,"Name","Foundation"
511122,Levels,Foundation,-1007112,autodesk.spec:spec.bool-1.0.0,"Structural","No"
511122,Levels,Foundation,-1007111,autodesk.spec:spec.bool-1.0.0,"Building Story","Yes"
511122,Levels,Foundation,-1007110,,"Story Above","Default"
511122,Levels,Foundation,-1007102,autodesk.spec.aec:length-2.0.0,"Elevation","-800"
511122,Levels,Foundation,-1006939,autodesk.spec.aec:length-2.0.0,"Computation Height","0"
511122,Levels,Foundation,-1002052,,"Family and Type","Level: 8mm Head"
511122,Levels,Foundation,-1002051,,"Family","Level"
511122,Levels,Foundation,-1002050,,"Type","8mm Head"
511122,Levels,Foundation,-1002002,autodesk.spec:spec.string-2.0.0,"Family Name",""
511122,Levels,Foundation,-1002001,autodesk.spec:spec.string-2.0.0,"Type Name",""
511122,Levels,Foundation,-1002000,,"Type Id","305"
512173,Structural Foundations,600 x 600 x 900mm,-1152384,autodesk.spec.reference:image-1.0.0,"Type Image","<None>"
512173,Structural Foundations,600 x 600 x 900mm,-1140422,autodesk.spec:spec.string-2.0.0,"Keynote",""
512173,Structural Foundations,600 x 600 x 900mm,-1140363,,"Category","Structural Foundations"
512173,Structural Foundations,600 x 600 x 900mm,-1140362,,"Category","Structural Foundations"
512173,Structural Foundations,600 x 600 x 900mm,-1013201,,"Design Option","-1"
512173,Structural Foundations,600 x 600 x 900mm,-1010109,autodesk.spec:spec.string-2.0.0,"Model",""
512173,Structural Foundations,600 x 600 x 900mm,-1010108,autodesk.spec:spec.string-2.0.0,"Manufacturer",""
512173,Structural Foundations,600 x 600 x 900mm,-1010105,autodesk.spec:spec.string-2.0.0,"Type Comments",""
512173,Structural Foundations,600 x 600 x 900mm,-1010104,autodesk.spec.string:url-2.0.0,"URL",""
512173,Structural Foundations,600 x 600 x 900mm,-1010103,autodesk.spec:spec.string-2.0.0,"Description",""
512173,Structural Foundations,600 x 600 x 900mm,-1005556,autodesk.spec:spec.string-2.0.0,"Code Name",""
512173,Structural Foundations,600 x 600 x 900mm,-1002503,autodesk.spec:spec.string-2.0.0,"OmniClass Title","Foundation Piles"
512173,Structural Foundations,600 x 600 x 900mm,-1002502,autodesk.spec:spec.string-2.0.0,"OmniClass Number","23.25.05.11"
512173,Structural Foundations,600 x 600 x 900mm,-1002501,autodesk.spec:spec.string-2.0.0,"Assembly Description","Pile Caps"
512173,Structural Foundations,600 x 600 x 900mm,-1002500,autodesk.spec:spec.string-2.0.0,"Assembly Code","A1010130"
512173,Structural Foundations,600 x 600 x 900mm,-1002002,autodesk.spec:spec.string-2.0.0,"Family Name","M_Pile Cap-600 Pile"
512173,Structural Foundations,600 x 600 x 900mm,-1002001,autodesk.spec:spec.string-2.0.0,"Type Name","600 x 600 x 900mm"
512173,Structural Foundations,600 x 600 x 900mm,-1001569,autodesk.spec.aec:length-2.0.0,"Length","600"
512173,Structural Foundations,600 x 600 x 900mm,-1001568,autodesk.spec.aec:length-2.0.0,"Width","600"
512173,Structural Foundations,600 x 600 x 900mm,-1001405,autodesk.spec:spec.string-2.0.0,"Type Mark",""
512173,Structural Foundations,600 x 600 x 900mm,-1001205,autodesk.spec.measurable:currency-2.0.0,"Cost","0.00"
512173,Structural Foundations,600 x 600 x 900mm,509461,autodesk.spec.aec:length-1.0.0,"Thickness","300"
512173,Structural Foundations,600 x 600 x 900mm,511675,autodesk.revit.category.family:structuralFoundation-1.0.0,"Pile Type","M_Pile-Steel Pipe : 600mm Diameter"
512173,Structural Foundations,600 x 600 x 900mm,511701,autodesk.spec.aec:length-1.0.0,"Cut-off","150"
512277,Structural Foundations,600 x 600 x 900mm,-1152385,autodesk.spec.reference:image-1.0.0,"Image","<None>"
512277,Structural Foundations,600 x 600 x 900mm,-1140363,,"Category","Structural Foundations"
512277,Structural Foundations,600 x 600 x 900mm,-1140362,,"Category","Structural Foundations"
512277,Structural Foundations,600 x 600 x 900mm,-1013439,,"Rebar Cover - Bottom Face","Rebar Cover 1 <25 mm>"
512277,Structural Foundations,600 x 600 x 900mm,-1013438,,"Rebar Cover - Top Face","Rebar Cover 1 <25 mm>"
512277,Structural Foundations,600 x 600 x 900mm,-1013437,,"Rebar Cover - Other Faces","Rebar Cover 1 <25 mm>"
512277,Structural Foundations,600 x 600 x 900mm,-1013201,,"Design Option","-1"
512277,Structural Foundations,600 x 600 x 900mm,-1012806,autodesk.spec.aec:volume-2.0.0,"Volume","0.11 m³"
512277,Structural Foundations,600 x 600 x 900mm,-1012805,autodesk.spec.aec:area-2.0.0,"Area","0 m²"
512277,Structural Foundations,600 x 600 x 900mm,-1012101,,"Phase Demolished","None"
512277,Structural Foundations,600 x 600 x 900mm,-1012100,,"Phase Created","Working Drawings"
512277,Structural Foundations,600 x 600 x 900mm,-1010106,autodesk.spec:spec.string-2.0.0,"Comments",""
512277,Structural Foundations,600 x 600 x 900mm,-1005500,autodesk.spec.aec:material-1.0.0,"Structural Material","Concrete - Cast-in-Place Concrete"
512277,Structural Foundations,600 x 600 x 900mm,-1002108,,"Host Id","-1"
512277,Structural Foundations,600 x 600 x 900mm,-1002062,,"Level","Foundation"
512277,Structural Foundations,600 x 600 x 900mm,-1002052,,"Family and Type","M_Pile Cap-600 Pile: 600 x 600 x 900mm"
512277,Structural Foundations,600 x 600 x 900mm,-1002051,,"Family","M_Pile Cap-600 Pile"
512277,Structural Foundations,600 x 600 x 900mm,-1002050,,"Type","600 x 600 x 900mm"
512277,Structural Foundations,600 x 600 x 900mm,-1002002,autodesk.spec:spec.string-2.0.0,"Family Name",""
512277,Structural Foundations,600 x 600 x 900mm,-1002001,autodesk.spec:spec.string-2.0.0,"Type Name",""
512277,Structural Foundations,600 x 600 x 900mm,-1002000,,"Type Id","512173"
512277,Structural Foundations,600 x 600 x 900mm,-1001951,autodesk.spec.aec:length-2.0.0,"Height Offset From Level","-797"
512277,Structural Foundations,600 x 600 x 900mm,-1001658,autodesk.spec.aec:length-2.0.0,"Elevation at Bottom Survey","-7099"
512277,Structural Foundations,600 x 600 x 900mm,-1001657,autodesk.spec.aec:length-2.0.0,"Elevation at Top Survey","-797"
512277,Structural Foundations,600 x 600 x 900mm,-1001598,autodesk.spec.aec:length-2.0.0,"Elevation at Top","-797"
512277,Structural Foundations,600 x 600 x 900mm,-1001567,autodesk.spec.aec:length-2.0.0,"Length","600"
512277,Structural Foundations,600 x 600 x 900mm,-1001561,autodesk.spec.aec:length-2.0.0,"Elevation at Bottom","-7099"
512277,Structural Foundations,600 x 600 x 900mm,-1001558,autodesk.spec.aec:length-2.0.0,"Width","600"
512277,Structural Foundations,600 x 600 x 900mm,-1001552,autodesk.spec:spec.bool-1.0.0,"Enable Analytical Model","Yes"
512277,Structural Foundations,600 x 600 x 900mm,-1001371,autodesk.spec:spec.bool-1.0.0,"Moves With Grids","Yes"
512277,Structural Foundations,600 x 600 x 900mm,-1001363,autodesk.spec:spec.string-2.0.0,"Host","Floor : Generic 150mm"
512277,Structural Foundations,600 x 600 x 900mm,-1001352,,"Level","Foundation"
512277,Structural Foundations,600 x 600 x 900mm,-1001203,autodesk.spec:spec.string-2.0.0,"Mark",""
512279,Structural Foundations,600mm Diameter,-1152385,autodesk.spec.reference:image-1.0.0,"Image","<None>"
512279,Structural Foundations,600mm Diameter,-1140363,,"Category","Structural Foundations"
512279,Structural Foundations,600mm Diameter,-1140362,,"Category","Structural Foundations"
512279,Structural Foundations,600mm Diameter,-1013201,,"Design Option","-1"
512279,Structural Foundations,600mm Diameter,-1012806,autodesk.spec.aec:volume-2.0.0,"Volume","0.42 m³"
512279,Structural Foundations,600mm Diameter,-1012805,autodesk.spec.aec:area-2.0.0,"Area","0 m²"
512279,Structural Foundations,600mm Diameter,-1012101,,"Phase Demolished","None"
512279,Structural Foundations,600mm Diameter,-1012100,,"Phase Created","Working Drawings"
512279,Structural Foundations,600mm Diameter,-1010106,autodesk.spec:spec.string-2.0.0,"Comments",""
512279,Structural Foundations,600mm Diameter,-1005500,autodesk.spec.aec:material-1.0.0,"Structural Material","Metal - Steel - 345 MPa"
512279,Structural Foundations,600mm Diameter,-1002108,,"Host Id","-1"
512279,Structural Foundations,600mm Diameter,-1002062,,"Level","Foundation"
512279,Structural Foundations,600mm Diameter,-1002052,,"Family and Type","M_Pile-Steel Pipe: 600mm Diameter"
512279,Structural Foundations,600mm Diameter,-1002051,,"Family","M_Pile-Steel Pipe"
512279,Structural Foundations,600mm Diameter,-1002050,,"Type","600mm Diameter"
512279,Structural Foundations,600mm Diameter,-1002002,autodesk.spec:spec.string-2.0.0,"Family Name",""
512279,Structural Foundations,600mm Diameter,-1002001,autodesk.spec:spec.string-2.0.0,"Type Name",""
512279,Structural Foundations,600mm Diameter,-1002000,,"Type Id","509468"
512279,Structural Foundations,600mm Diameter,-1001951,autodesk.spec.aec:length-2.0.0,"Height Offset From Level","-902"
512279,Structural Foundations,600mm Diameter,-1001658,autodesk.spec.aec:length-2.0.0,"Elevation at Bottom Survey","-7099"
512279,Structural Foundations,600mm Diameter,-1001657,autodesk.spec.aec:length-2.0.0,"Elevation at Top Survey","-947"
512279,Structural Foundations,600mm Diameter,-1001598,autodesk.spec.aec:length-2.0.0,"Elevation at Top","-947"
512279,Structural Foundations,600mm Diameter,-1001567,autodesk.spec.aec:length-2.0.0,"Length","0"
512279,Structural Foundations,600mm Diameter,-1001561,autodesk.spec.aec:length-2.0.0,"Elevation at Bottom","-7099"
512279,Structural Foundations,600mm Diameter,-1001558,autodesk.spec.aec:length-2.0.0,"Width","0"
512279,Structural Foundations,600mm Diameter,-1001371,autodesk.spec:spec.bool-1.0.0,"Moves With Grids","Yes"
512279,Structural Foundations,600mm Diameter,-1001363,autodesk.spec:spec.string-2.0.0,"Host","Floor : Generic 150mm"
512279,Structural Foundations,600mm Diameter,-1001352,,"Level","Foundation"
512279,Structural Foundations,600mm Diameter,-1001203,autodesk.spec:spec.string-2.0.0,"Mark",""
512297,Structural Foundations,600 x 600 x 900mm,-1152385,autodesk.spec.reference:image-1.0.0,"Image","<None>"
512297,Structural Foundations,600 x 600 x 900mm,-1140363,,"Category","Structural Foundations"
512297,Structural Foundations,600 x 600 x 900mm,-1140362,,"Category","Structural Foundations"
512297,Structural Foundations,600 x 600 x 900mm,-1013439,,"Rebar Cover - Bottom Face","Rebar Cover 1 <25 mm>"
512297,Structural Foundations,600 x 600 x 900mm,-1013438,,"Rebar Cover - Top Face","Rebar Cover 1 <25 mm>"
512297,Structural Foundations,600 x 600 x 900mm,-1013437,,"Rebar Cover - Other Faces","Rebar Cover 1 <25 mm>"
512297,Structural Foundations,600 x 600 x 900mm,-1013201,,"Design Option","-1"
512297,Structural Foundations,600 x 600 x 900mm,-1012806,autodesk.spec.aec:volume-2.0.0,"Volume","0.11 m³"
512297,Structural Foundations,600 x 600 x 900mm,-1012805,autodesk.spec.aec:area-2.0.0,"Area","0 m²"
512297,Structural Foundations,600 x 600 x 900mm,-1012101,,"Phase Demolished","None"
512297,Structural Foundations,600 x 600 x 900mm,-1012100,,"Phase Created","Working Drawings"
512297,Structural Foundations,600 x 600 x 900mm,-1010106,autodesk.spec:spec.string-2.0.0,"Comments",""
512297,Structural Foundations,600 x 600 x 900mm,-1005500,autodesk.spec.aec:material-1.0.0,"Structural Material","Concrete - Cast-in-Place Concrete"
512297,Structural Foundations,600 x 600 x 900mm,-1002108,,"Host Id","-1"
512297,Structural Foundations,600 x 600 x 900mm,-1002062,,"Level","Foundation"
512297,Structural Foundations,600 x 600 x 900mm,-1002052,,"Family and Type","M_Pile Cap-600 Pile: 600 x 600 x 900mm"
512297,Structural Foundations,600 x 600 x 900mm,-1002051,,"Family","M_Pile Cap-600 Pile"
512297,Structural Foundations,600 x 600 x 900mm,-1002050,,"Type","600 x 600 x 900mm"
512297,Structural Foundations,600 x 600 x 900mm,-1002002,autodesk.spec:spec.string-2.0.0,"Family Name",""
512297,Structural Foundations,600 x 600 x 900mm,-1002001,autodesk.spec:spec.string-2.0.0,"Type Name",""
