HostElementId,HostCategory,HostElementName,ParameterId,ParameterTypeId,ParameterName,ParameterValue
420952,"Structural Columns","M_1000",-1013201,,"Design Option","-1"
420952,"Structural Columns","M_1000",-1010109,autodesk.spec:spec.string-2.0.0,"Model",""
420952,"Structural Columns","M_1000",-1010108,autodesk.spec:spec.string-2.0.0,"Manufacturer",""
420952,"Structural Columns","M_1000",-1010105,autodesk.spec:spec.string-2.0.0,"Type Comments",""
420952,"Structural Columns","M_1000",-1010104,autodesk.spec.string:url-2.0.0,"URL",""
420952,"Structural Columns","M_1000",-1010103,autodesk.spec:spec.string-2.0.0,"Description",""
420952,"Structural Columns","M_1000",-1005556,autodesk.spec:spec.string-2.0.0,"Code Name",""
420952,"Structural Columns","M_1000",-1005554,autodesk.spec:spec.string-2.0.0,"Section Name Key",""
420952,"Structural Columns","M_1000",-1005501,autodesk.spec:spec.string-2.0.0,"Section Shape","Not Defined"
420952,"Structural Columns","M_1000",-1002503,autodesk.spec:spec.string-2.0.0,"OmniClass Title","Columns"
420952,"Structural Columns","M_1000",-1002502,autodesk.spec:spec.string-2.0.0,"OmniClass Number","23.25.30.11.14.11"
420952,"Structural Columns","M_1000",-1002501,autodesk.spec:spec.string-2.0.0,"Assembly Description","Superstructure"
420952,"Structural Columns","M_1000",-1002500,autodesk.spec:spec.string-2.0.0,"Assembly Code","B10"
420952,"Structural Columns","M_1000",-1002002,autodesk.spec:spec.string-2.0.0,"Family Name","M_Concrete-Round-Column with Drop Caps"
420952,"Structural Columns","M_1000",-1002001,autodesk.spec:spec.string-2.0.0,"Type Name","M_1000"
420952,"Structural Columns","M_1000",-1001405,autodesk.spec:spec.string-2.0.0,"Type Mark",""
420952,"Structural Columns","M_1000",-1001205,autodesk.spec.measurable:currency-2.0.0,"Cost","0.00"
420952,"Structural Columns","M_1000",412501,autodesk.spec.aec:length-1.0.0,"b","1000"
420952,"Structural Columns","M_1000",412502,autodesk.spec.aec:length-1.0.0,"Slab Thickness","120"
420952,"Structural Columns","M_1000",412503,autodesk.spec.aec:length-1.0.0,"Drop Panel Width","1500"
420952,"Structural Columns","M_1000",412504,autodesk.spec.aec:length-1.0.0,"Drop Panel Length","1500"
420952,"Structural Columns","M_1000",412505,autodesk.spec.aec:length-1.0.0,"Drop Panel Thickness","250"
420952,"Structural Columns","M_1000",412507,autodesk.spec.aec:length-1.0.0,"Capital Top Radius","450"
420952,"Structural Columns","M_1000",412511,autodesk.spec.aec:length-1.0.0,"Capital Height","250"
420952,"Structural Columns","M_1000",412512,autodesk.spec.aec:length-1.0.0,"b 1","500"
422243,"Walls","Wall - Timber Clad",-1152385,autodesk.spec.reference:image-1.0.0,"Image","<None>"
422243,"Walls","Wall - Timber Clad",-1140363,,"Category","Walls"
422243,"Walls","Wall - Timber Clad",-1140362,,"Category","Walls"
422243,"Walls","Wall - Timber Clad",-1019100,,"Cross-Section","Vertical"
422243,"Walls","Wall - Timber Clad",-1013201,,"Design Option","-1"
422243,"Walls","Wall - Timber Clad",-1012829,autodesk.spec.aec:length-2.0.0,"Base Extension Distance","0"
422243,"Walls","Wall - Timber Clad",-1012828,autodesk.spec.aec:length-2.0.0,"Top Extension Distance","0"
422243,"Walls","Wall - Timber Clad",-1012806,autodesk.spec.aec:volume-2.0.0,"Volume","1.21 m³"
422243,"Walls","Wall - Timber Clad",-1012805,autodesk.spec.aec:area-2.0.0,"Area","6 m²"
422243,"Walls","Wall - Timber Clad",-1012101,,"Phase Demolished","None"
422243,"Walls","Wall - Timber Clad",-1012100,,"Phase Created","Working Drawings"
422243,"Walls","Wall - Timber Clad",-1010106,autodesk.spec:spec.string-2.0.0,"Comments",""
422243,"Walls","Wall - Timber Clad",-1004005,autodesk.spec.aec:length-2.0.0,"Length","3041"
422243,"Walls","Wall - Timber Clad",-1002052,,"Family and Type","Basic Wall: Wall - Timber Clad"
422243,"Walls","Wall - Timber Clad",-1002051,,"Family","Basic Wall"
422243,"Walls","Wall - Timber Clad",-1002050,,"Type","Wall - Timber Clad"
422243,"Walls","Wall - Timber Clad",-1002002,autodesk.spec:spec.string-2.0.0,"Family Name",""
422243,"Walls","Wall - Timber Clad",-1002001,autodesk.spec:spec.string-2.0.0,"Type Name",""
422243,"Walls","Wall - Timber Clad",-1002000,,"Type Id","198367"
422243,"Walls","Wall - Timber Clad",-1001713,autodesk.spec:spec.bool-1.0.0,"Related to Mass","No"
422243,"Walls","Wall - Timber Clad",-1001596,autodesk.spec:spec.bool-1.0.0,"Structural","No"
422243,"Walls","Wall - Timber Clad",-1001552,autodesk.spec:spec.bool-1.0.0,"Enable Analytical Model","No"
422243,"Walls","Wall - Timber Clad",-1001203,autodesk.spec:spec.string-2.0.0,"Mark",""
422243,"Walls","Wall - Timber Clad",-1001122,,"Location Line","Wall Centerline"
422243,"Walls","Wall - Timber Clad",-1001119,,"Structural Usage","Non-bearing"
422243,"Walls","Wall - Timber Clad",-1001118,autodesk.spec:spec.bool-1.0.0,"Base is Attached","No"
422243,"Walls","Wall - Timber Clad",-1001117,autodesk.spec:spec.bool-1.0.0,"Top is Attached","No"
422243,"Walls","Wall - Timber Clad",-1001109,autodesk.spec.aec:length-2.0.0,"Top Offset","0"
422243,"Walls","Wall - Timber Clad",-1001108,autodesk.spec.aec:length-2.0.0,"Base Offset","0"
422243,"Walls","Wall - Timber Clad",-1001107,,"Base Constraint","Level 1"
422243,"Walls","Wall - Timber Clad",-1001105,autodesk.spec.aec:length-2.0.0,"Unconnected Height","2700"
422243,"Walls","Wall - Timber Clad",-1001103,,"Top Constraint","Up to level: Ceiling"
422243,"Walls","Wall - Timber Clad",-1001007,autodesk.spec:spec.bool-1.0.0,"Room Bounding","Yes"
422466,"Doors","800 x 2100",-1152385,autodesk.spec.reference:image-1.0.0,"Image","<None>"
422466,"Doors","800 x 2100",-1140363,,"Category","Doors"
422466,"Doors","800 x 2100",-1140362,,"Category","Doors"
422466,"Doors","800 x 2100",-1013201,,"Design Option","-1"
422466,"Doors","800 x 2100",-1012806,autodesk.spec.aec:volume-2.0.0,"Volume","0.11 m³"
422466,"Doors","800 x 2100",-1012805,autodesk.spec.aec:area-2.0.0,"Area","3 m²"
422466,"Doors","800 x 2100",-1012101,,"Phase Demolished","None"
422466,"Doors","800 x 2100",-1012100,,"Phase Created","Working Drawings"
422466,"Doors","800 x 2100",-1010106,autodesk.spec:spec.string-2.0.0,"Comments",""
422466,"Doors","800 x 2100",-1002108,,"Host Id","422243"
422466,"Doors","800 x 2100",-1002062,,"Level","Level 1"
422466,"Doors","800 x 2100",-1002052,,"Family and Type","Single-Flush: 800 x 2100"
422466,"Doors","800 x 2100",-1002051,,"Family","Single-Flush"
422466,"Doors","800 x 2100",-1002050,,"Type","800 x 2100"
422466,"Doors","800 x 2100",-1002002,autodesk.spec:spec.string-2.0.0,"Family Name",""
422466,"Doors","800 x 2100",-1002001,autodesk.spec:spec.string-2.0.0,"Type Name",""
422466,"Doors","800 x 2100",-1002000,,"Type Id","232780"
422466,"Doors","800 x 2100",-1001362,autodesk.spec.aec:length-2.0.0,"Head Height","2100"
422466,"Doors","800 x 2100",-1001361,autodesk.spec.aec:length-2.0.0,"Sill Height","0"
422466,"Doors","800 x 2100",-1001352,,"Level","Level 1"
422466,"Doors","800 x 2100",-1001210,autodesk.spec:spec.string-2.0.0,"Frame Material",""
422466,"Doors","800 x 2100",-1001209,autodesk.spec:spec.string-2.0.0,"Frame Type",""
422466,"Doors","800 x 2100",-1001208,autodesk.spec:spec.string-2.0.0,"Finish",""
422466,"Doors","800 x 2100",-1001203,autodesk.spec:spec.string-2.0.0,"Mark","103"
423099,"Walls","SH_Curtain wall",-1152385,autodesk.spec.reference:image-1.0.0,"Image","<None>"
423099,"Walls","SH_Curtain wall",-1140363,,"Category","Walls"
423099,"Walls","SH_Curtain wall",-1140362,,"Category","Walls"
423099,"Walls","SH_Curtain wall",-1019100,,"Cross-Section","Vertical"
423099,"Walls","SH_Curtain wall",-1013313,autodesk.spec.aec:length-2.0.0,"Offset","0"
423099,"Walls","SH_Curtain wall",-1013312,autodesk.spec.aec:length-2.0.0,"Offset","0"
423099,"Walls","SH_Curtain wall",-1013310,autodesk.spec.aec:angle-2.0.0,"Angle","0.00°"
423099,"Walls","SH_Curtain wall",-1013309,autodesk.spec.aec:angle-2.0.0,"Angle","0.00°"
423099,"Walls","SH_Curtain wall",-1013307,autodesk.spec:spec.int64-2.0.0,"Number","1"
423099,"Walls","SH_Curtain wall",-1013306,autodesk.spec:spec.int64-2.0.0,"Number","1"
423099,"Walls","SH_Curtain wall",-1013305,,"Justification","Beginning"
423099,"Walls","SH_Curtain wall",-1013304,,"Justification","Beginning"
423099,"Walls","SH_Curtain wall",-1013201,,"Design Option","-1"
423099,"Walls","SH_Curtain wall",-1012805,autodesk.spec.aec:area-2.0.0,"Area","17 m²"
423099,"Walls","SH_Curtain wall",-1012101,,"Phase Demolished","None"
423099,"Walls","SH_Curtain wall",-1012100,,"Phase Created","Working Drawings"
423099,"Walls","SH_Curtain wall",-1010106,autodesk.spec:spec.string-2.0.0,"Comments",""
423099,"Walls","SH_Curtain wall",-1004005,autodesk.spec.aec:length-2.0.0,"Length","3000"
423099,"Walls","SH_Curtain wall",-1002052,,"Family and Type","Curtain Wall: SH_Curtain wall"
423099,"Walls","SH_Curtain wall",-1002051,,"Family","Curtain Wall"
423099,"Walls","SH_Curtain wall",-1002050,,"Type","SH_Curtain wall"
423099,"Walls","SH_Curtain wall",-1002002,autodesk.spec:spec.string-2.0.0,"Family Name",""
423099,"Walls","SH_Curtain wall",-1002001,autodesk.spec:spec.string-2.0.0,"Type Name",""
423099,"Walls","SH_Curtain wall",-1002000,,"Type Id","458927"
423099,"Walls","SH_Curtain wall",-1001713,autodesk.spec:spec.bool-1.0.0,"Related to Mass","No"
423099,"Walls","SH_Curtain wall",-1001596,autodesk.spec:spec.bool-1.0.0,"Structural","No"
423099,"Walls","SH_Curtain wall",-1001552,autodesk.spec:spec.bool-1.0.0,"Enable Analytical Model","No"
423099,"Walls","SH_Curtain wall",-1001203,autodesk.spec:spec.string-2.0.0,"Mark",""
423099,"Walls","SH_Curtain wall",-1001119,,"Structural Usage","Non-bearing"
423099,"Walls","SH_Curtain wall",-1001118,autodesk.spec:spec.bool-1.0.0,"Base is Attached","No"
423099,"Walls","SH_Curtain wall",-1001117,autodesk.spec:spec.bool-1.0.0,"Top is Attached","No"
423099,"Walls","SH_Curtain wall",-1001109,autodesk.spec.aec:length-2.0.0,"Top Offset","-300"
423099,"Walls","SH_Curtain wall",-1001108,autodesk.spec.aec:length-2.0.0,"Base Offset","0"
423099,"Walls","SH_Curtain wall",-1001107,,"Base Constraint","Level 1"
423099,"Walls","SH_Curtain wall",-1001105,autodesk.spec.aec:length-2.0.0,"Unconnected Height","5700"
423099,"Walls","SH_Curtain wall",-1001103,,"Top Constraint","Up to level: Roof Line"
423099,"Walls","SH_Curtain wall",-1001007,autodesk.spec:spec.bool-1.0.0,"Room Bounding","Yes"
423100,"Curtain Panels","Glazed",-1152385,autodesk.spec.reference:image-1.0.0,"Image","<None>"
423100,"Curtain Panels","Glazed",-1140363,,"Category","Curtain Panels"
423100,"Curtain Panels","Glazed",-1140362,,"Category","Curtain Panels"
423100,"Curtain Panels","Glazed",-1013201,,"Design Option","-1"
423100,"Curtain Panels","Glazed",-1012806,autodesk.spec.aec:volume-2.0.0,"Volume","0.11 m³"
423100,"Curtain Panels","Glazed",-1012805,autodesk.spec.aec:area-2.0.0,"Area","4 m²"
423100,"Curtain Panels","Glazed",-1012101,,"Phase Demolished","None"
423100,"Curtain Panels","Glazed",-1012100,,"Phase Created","Working Drawings"
423100,"Curtain Panels","Glazed",-1010303,,"Host Id","423099"
423100,"Curtain Panels","Glazed",-1010301,autodesk.spec.aec:length-2.0.0,"Width","1440"
423100,"Curtain Panels","Glazed",-1010300,autodesk.spec.aec:length-2.0.0,"Height","2960"
423100,"Curtain Panels","Glazed",-1010106,autodesk.spec:spec.string-2.0.0,"Comments",""
423100,"Curtain Panels","Glazed",-1002108,,"Host Id","423099"
423100,"Curtain Panels","Glazed",-1002062,,"Level","Level 1"
423100,"Curtain Panels","Glazed",-1002052,,"Family and Type","System Panel: Glazed"
423100,"Curtain Panels","Glazed",-1002051,,"Family","System Panel"
423100,"Curtain Panels","Glazed",-1002050,,"Type","Glazed"
423100,"Curtain Panels","Glazed",-1002002,autodesk.spec:spec.string-2.0.0,"Family Name",""
423100,"Curtain Panels","Glazed",-1002001,autodesk.spec:spec.string-2.0.0,"Type Name",""
423100,"Curtain Panels","Glazed",-1002000,,"Type Id","232758"
423100,"Curtain Panels","Glazed",-1001301,autodesk.spec.aec:length-2.0.0,"Width","1440"
423100,"Curtain Panels","Glazed",-1001300,autodesk.spec.aec:length-2.0.0,"Height","2960"
423100,"Curtain Panels","Glazed",-1001203,autodesk.spec:spec.string-2.0.0,"Mark",""
423106,"Curtain Wall Grids","Grid Line",-1140363,,"Category","Walls: Curtain Wall Grids"
423106,"Curtain Wall Grids","Grid Line",-1140362,,"Category","Walls: Curtain Wall Grids"
423106,"Curtain Wall Grids","Grid Line",-1013308,,"Type Association","Dependent"
423106,"Curtain Wall Grids","Grid Line",-1013201,,"Design Option","-1"
423106,"Curtain Wall Grids","Grid Line",-1012101,,"Phase Demolished","None"
423106,"Curtain Wall Grids","Grid Line",-1012100,,"Phase Created","Working Drawings"
423106,"Curtain Wall Grids","Grid Line",-1002002,autodesk.spec:spec.string-2.0.0,"Family Name",""
423106,"Curtain Wall Grids","Grid Line",-1002001,autodesk.spec:spec.string-2.0.0,"Type Name",""
423107,"Doors","Entrance door",-1152385,autodesk.spec.reference:image-1.0.0,"Image","<None>"
423107,"Doors","Entrance door",-1140363,,"Category","Doors"
423107,"Doors","Entrance door",-1140362,,"Category","Doors"
423107,"Doors","Entrance door",-1013201,,"Design Option","-1"
423107,"Doors","Entrance door",-1012806,autodesk.spec.aec:volume-2.0.0,"Volume","0.10 m³"
423107,"Doors","Entrance door",-1012805,autodesk.spec.aec:area-2.0.0,"Area","4 m²"
423107,"Doors","Entrance door",-1012101,,"Phase Demolished","None"
423107,"Doors","Entrance door",-1012100,,"Phase Created","Working Drawings"
423107,"Doors","Entrance door",-1010303,,"Host Id","423099"
423107,"Doors","Entrance door",-1010301,autodesk.spec.aec:length-2.0.0,"Width","1440"
423107,"Doors","Entrance door",-1010300,autodesk.spec.aec:length-2.0.0,"Height","2660"
423107,"Doors","Entrance door",-1010106,autodesk.spec:spec.string-2.0.0,"Comments",""
423107,"Doors","Entrance door",-1002108,,"Host Id","423099"
423107,"Doors","Entrance door",-1002062,,"Level","Level 1"
423107,"Doors","Entrance door",-1002052,,"Family and Type","Entrance door: Entrance door"
423107,"Doors","Entrance door",-1002051,,"Family","Entrance door"
423107,"Doors","Entrance door",-1002050,,"Type","Entrance door"
423107,"Doors","Entrance door",-1002002,autodesk.spec:spec.string-2.0.0,"Family Name",""
423107,"Doors","Entrance door",-1002001,autodesk.spec:spec.string-2.0.0,"Type Name",""
423107,"Doors","Entrance door",-1002000,,"Type Id","866105"
423107,"Doors","Entrance door",-1001301,autodesk.spec.aec:length-2.0.0,"Width","1440"
423107,"Doors","Entrance door",-1001300,autodesk.spec.aec:length-2.0.0,"Height","2660"
423107,"Doors","Entrance door",-1001210,autodesk.spec:spec.string-2.0.0,"Frame Material",""
423107,"Doors","Entrance door",-1001209,autodesk.spec:spec.string-2.0.0,"Frame Type",""
423107,"Doors","Entrance door",-1001208,autodesk.spec:spec.string-2.0.0,"Finish",""
423107,"Doors","Entrance door",-1001203,autodesk.spec:spec.string-2.0.0,"Mark","201A"
423134,"Curtain Wall Mullions","64 x 128 rectangular",-1152385,autodesk.spec.reference:image-1.0.0,"Image","<None>"
423134,"Curtain Wall Mullions","64 x 128 rectangular",-1140363,,"Category","Curtain Wall Mullions"
423134,"Curtain Wall Mullions","64 x 128 rectangular",-1140362,,"Category","Curtain Wall Mullions"
423134,"Curtain Wall Mullions","64 x 128 rectangular",-1013201,,"Design Option","-1"
423134,"Curtain Wall Mullions","64 x 128 rectangular",-1012806,autodesk.spec.aec:volume-2.0.0,"Volume","0.01 m³"
423134,"Curtain Wall Mullions","64 x 128 rectangular",-1012805,autodesk.spec.aec:area-2.0.0,"Area","0 m²"
423134,"Curtain Wall Mullions","64 x 128 rectangular",-1012101,,"Phase Demolished","None"
423134,"Curtain Wall Mullions","64 x 128 rectangular",-1012100,,"Phase Created","Working Drawings"
423134,"Curtain Wall Mullions","64 x 128 rectangular",-1010106,autodesk.spec:spec.string-2.0.0,"Comments",""
423134,"Curtain Wall Mullions","64 x 128 rectangular",-1004005,autodesk.spec.aec:length-2.0.0,"Length","1440"
423134,"Curtain Wall Mullions","64 x 128 rectangular",-1002108,,"Host Id","423099"
423134,"Curtain Wall Mullions","64 x 128 rectangular",-1002062,,"Level","Level 1"
423134,"Curtain Wall Mullions","64 x 128 rectangular",-1002052,,"Family and Type","Rectangular Mullion: 64 x 128 rectangular"
423134,"Curtain Wall Mullions","64 x 128 rectangular",-1002051,,"Family","Rectangular Mullion"
423134,"Curtain Wall Mullions","64 x 128 rectangular",-1002050,,"Type","64 x 128 rectangular"
423134,"Curtain Wall Mullions","64 x 128 rectangular",-1002002,autodesk.spec:spec.string-2.0.0,"Family Name",""
423134,"Curtain Wall Mullions","64 x 128 rectangular",-1002001,autodesk.spec:spec.string-2.0.0,"Type Name",""
423134,"Curtain Wall Mullions","64 x 128 rectangular",-1002000,,"Type Id","232770"
423134,"Curtain Wall Mullions","64 x 128 rectangular",-1001203,autodesk.spec:spec.string-2.0.0,"Mark",""
423136,"Curtain Wall Mullions","64 x 128 rectangular",-1152385,autodesk.spec.reference:image-1.0.0,"Image","<None>"
423136,"Curtain Wall Mullions","64 x 128 rectangular",-1140363,,"Category","Curtain Wall Mullions"
423136,"Curtain Wall Mullions","64 x 128 rectangular",-1140362,,"Category","Curtain Wall Mullions"
423136,"Curtain Wall Mullions","64 x 128 rectangular",-1013201,,"Design Option","-1"
423136,"Curtain Wall Mullions","64 x 128 rectangular",-1012806,autodesk.spec.aec:volume-2.0.0,"Volume","0.01 m³"
423136,"Curtain Wall Mullions","64 x 128 rectangular",-1012805,autodesk.spec.aec:area-2.0.0,"Area","0 m²"
423136,"Curtain Wall Mullions","64 x 128 rectangular",-1012101,,"Phase Demolished","None"
423136,"Curtain Wall Mullions","64 x 128 rectangular",-1012100,,"Phase Created","Working Drawings"
423136,"Curtain Wall Mullions","64 x 128 rectangular",-1010106,autodesk.spec:spec.string-2.0.0,"Comments",""
423136,"Curtain Wall Mullions","64 x 128 rectangular",-1004005,autodesk.spec.aec:length-2.0.0,"Length","1440"
423136,"Curtain Wall Mullions","64 x 128 rectangular",-1002108,,"Host Id","423099"
423136,"Curtain Wall Mullions","64 x 128 rectangular",-1002062,,"Level","Level 1"
423136,"Curtain Wall Mullions","64 x 128 rectangular",-1002052,,"Family and Type","Rectangular Mullion: 64 x 128 rectangular"
423136,"Curtain Wall Mullions","64 x 128 rectangular",-1002051,,"Family","Rectangular Mullion"
423136,"Curtain Wall Mullions","64 x 128 rectangular",-1002050,,"Type","64 x 128 rectangular"
423136,"Curtain Wall Mullions","64 x 128 rectangular",-1002002,autodesk.spec:spec.string-2.0.0,"Family Name",""
423136,"Curtain Wall Mullions","64 x 128 rectangular",-1002001,autodesk.spec:spec.string-2.0.0,"Type Name",""
423136,"Curtain Wall Mullions","64 x 128 rectangular",-1002000,,"Type Id","232770"
423136,"Curtain Wall Mullions","64 x 128 rectangular",-1001203,autodesk.spec:spec.string-2.0.0,"Mark",""
423138,"Curtain Wall Mullions","64 x 128 rectangular",-1152385,autodesk.spec.reference:image-1.0.0,"Image","<None>"
423138,"Curtain Wall Mullions","64 x 128 rectangular",-1140363,,"Category","Curtain Wall Mullions"
423138,"Curtain Wall Mullions","64 x 128 rectangular",-1140362,,"Category","Curtain Wall Mullions"
423138,"Curtain Wall Mullions","64 x 128 rectangular",-1013201,,"Design Option","-1"
423138,"Curtain Wall Mullions","64 x 128 rectangular",-1012806,autodesk.spec.aec:volume-2.0.0,"Volume","0.01 m³"
423138,"Curtain Wall Mullions","64 x 128 rectangular",-1012805,autodesk.spec.aec:area-2.0.0,"Area","0 m²"
423138,"Curtain Wall Mullions","64 x 128 rectangular",-1012101,,"Phase Demolished","None"
423138,"Curtain Wall Mullions","64 x 128 rectangular",-1012100,,"Phase Created","Working Drawings"
423138,"Curtain Wall Mullions","64 x 128 rectangular",-1010106,autodesk.spec:spec.string-2.0.0,"Comments",""
423138,"Curtain Wall Mullions","64 x 128 rectangular",-1004005,autodesk.spec.aec:length-2.0.0,"Length","3000"
423138,"Curtain Wall Mullions","64 x 128 rectangular",-1002108,,"Host Id","423099"
423138,"Curtain Wall Mullions","64 x 128 rectangular",-1002062,,"Level","Level 1"
423138,"Curtain Wall Mullions","64 x 128 rectangular",-1002052,,"Family and Type","Rectangular Mullion: 64 x 128 rectangular"
423138,"Curtain Wall Mullions","64 x 128 rectangular",-1002051,,"Family","Rectangular Mullion"
423138,"Curtain Wall Mullions","64 x 128 rectangular",-1002050,,"Type","64 x 128 rectangular"
423138,"Curtain Wall Mullions","64 x 128 rectangular",-1002002,autodesk.spec:spec.string-2.0.0,"Family Name",""
423138,"Curtain Wall Mullions","64 x 128 rectangular",-1002001,autodesk.spec:spec.string-2.0.0,"Type Name",""
423138,"Curtain Wall Mullions","64 x 128 rectangular",-1002000,,"Type Id","232770"
423138,"Curtain Wall Mullions","64 x 128 rectangular",-1001203,autodesk.spec:spec.string-2.0.0,"Mark",""
423139,"Curtain Wall Mullions","64 x 128 rectangular",-1152385,autodesk.spec.reference:image-1.0.0,"Image","<None>"
423139,"Curtain Wall Mullions","64 x 128 rectangular",-1140363,,"Category","Curtain Wall Mullions"
423139,"Curtain Wall Mullions","64 x 128 rectangular",-1140362,,"Category","Curtain Wall Mullions"
423139,"Curtain Wall Mullions","64 x 128 rectangular",-1013201,,"Design Option","-1"
423139,"Curtain Wall Mullions","64 x 128 rectangular",-1012806,autodesk.spec.aec:volume-2.0.0,"Volume","0.01 m³"
423139,"Curtain Wall Mullions","64 x 128 rectangular",-1012805,autodesk.spec.aec:area-2.0.0,"Area","0 m²"
423139,"Curtain Wall Mullions","64 x 128 rectangular",-1012101,,"Phase Demolished","None"
423139,"Curtain Wall Mullions","64 x 128 rectangular",-1012100,,"Phase Created","Working Drawings"
423139,"Curtain Wall Mullions","64 x 128 rectangular",-1010106,autodesk.spec:spec.string-2.0.0,"Comments",""
423139,"Curtain Wall Mullions","64 x 128 rectangular",-1004005,autodesk.spec.aec:length-2.0.0,"Length","2700"
423139,"Curtain Wall Mullions","64 x 128 rectangular",-1002108,,"Host Id","423099"
423139,"Curtain Wall Mullions","64 x 128 rectangular",-1002062,,"Level","Level 1"
423139,"Curtain Wall Mullions","64 x 128 rectangular",-1002052,,"Family and Type","Rectangular Mullion: 64 x 128 rectangular"
423139,"Curtain Wall Mullions","64 x 128 rectangular",-1002051,,"Family","Rectangular Mullion"
423139,"Curtain Wall Mullions","64 x 128 rectangular",-1002050,,"Type","64 x 128 rectangular"
423139,"Curtain Wall Mullions","64 x 128 rectangular",-1002002,autodesk.spec:spec.string-2.0.0,"Family Name",""
423139,"Curtain Wall Mullions","64 x 128 rectangular",-1002001,autodesk.spec:spec.string-2.0.0,"Type Name",""
423139,"Curtain Wall Mullions","64 x 128 rectangular",-1002000,,"Type Id","232770"
423139,"Curtain Wall Mullions","64 x 128 rectangular",-1001203,autodesk.spec:spec.string-2.0.0,"Mark",""
423148,"Curtain Wall Mullions","64 x 128 rectangular",-1152385,autodesk.spec.reference:image-1.0.0,"Image","<None>"
423148,"Curtain Wall Mullions","64 x 128 rectangular",-1140363,,"Category","Curtain Wall Mullions"
423148,"Curtain Wall Mullions","64 x 128 rectangular",-1140362,,"Category","Curtain Wall Mullions"
423148,"Curtain Wall Mullions","64 x 128 rectangular",-1013201,,"Design Option","-1"
423148,"Curtain Wall Mullions","64 x 128 rectangular",-1012806,autodesk.spec.aec:volume-2.0.0,"Volume","0.01 m³"
423148,"Curtain Wall Mullions","64 x 128 rectangular",-1012805,autodesk.spec.aec:area-2.0.0,"Area","0 m²"
423148,"Curtain Wall Mullions","64 x 128 rectangular",-1012101,,"Phase Demolished","None"
423148,"Curtain Wall Mullions","64 x 128 rectangular",-1012100,,"Phase Created","Working Drawings"
423148,"Curtain Wall Mullions","64 x 128 rectangular",-1010106,autodesk.spec:spec.string-2.0.0,"Comments",""
423148,"Curtain Wall Mullions","64 x 128 rectangular",-1004005,autodesk.spec.aec:length-2.0.0,"Length","2700"
423148,"Curtain Wall Mullions","64 x 128 rectangular",-1002108,,"Host Id","423099"
423148,"Curtain Wall Mullions","64 x 128 rectangular",-1002062,,"Level","Level 1"
423148,"Curtain Wall Mullions","64 x 128 rectangular",-1002052,,"Family and Type","Rectangular Mullion: 64 x 128 rectangular"
423148,"Curtain Wall Mullions","64 x 128 rectangular",-1002051,,"Family","Rectangular Mullion"
423148,"Curtain Wall Mullions","64 x 128 rectangular",-1002050,,"Type","64 x 128 rectangular"
423148,"Curtain Wall Mullions","64 x 128 rectangular",-1002002,autodesk.spec:spec.string-2.0.0,"Family Name",""
423148,"Curtain Wall Mullions","64 x 128 rectangular",-1002001,autodesk.spec:spec.string-2.0.0,"Type Name",""
423148,"Curtain Wall Mullions","64 x 128 rectangular",-1002000,,"Type Id","232770"
423148,"Curtain Wall Mullions","64 x 128 rectangular",-1001203,autodesk.spec:spec.string-2.0.0,"Mark",""
423149,"Curtain Wall Mullions","64 x 128 rectangular",-1152385,autodesk.spec.reference:image-1.0.0,"Image","<None>"
423149,"Curtain Wall Mullions","64 x 128 rectangular",-1140363,,"Category","Curtain Wall Mullions"
423149,"Curtain Wall Mullions","64 x 128 rectangular",-1140362,,"Category","Curtain Wall Mullions"
423149,"Curtain Wall Mullions","64 x 128 rectangular",-1013201,,"Design Option","-1"
423149,"Curtain Wall Mullions","64 x 128 rectangular",-1012806,autodesk.spec.aec:volume-2.0.0,"Volume","0.01 m³"
423149,"Curtain Wall Mullions","64 x 128 rectangular",-1012805,autodesk.spec.aec:area-2.0.0,"Area","0 m²"
423149,"Curtain Wall Mullions","64 x 128 rectangular",-1012101,,"Phase Demolished","None"
423149,"Curtain Wall Mullions","64 x 128 rectangular",-1012100,,"Phase Created","Working Drawings"
423149,"Curtain Wall Mullions","64 x 128 rectangular",-1010106,autodesk.spec:spec.string-2.0.0,"Comments",""
423149,"Curtain Wall Mullions","64 x 128 rectangular",-1004005,autodesk.spec.aec:length-2.0.0,"Length","3000"
423149,"Curtain Wall Mullions","64 x 128 rectangular",-1002108,,"Host Id","423099"
423149,"Curtain Wall Mullions","64 x 128 rectangular",-1002062,,"Level","Level 1"
423149,"Curtain Wall Mullions","64 x 128 rectangular",-1002052,,"Family and Type","Rectangular Mullion: 64 x 128 rectangular"
423149,"Curtain Wall Mullions","64 x 128 rectangular",-1002051,,"Family","Rectangular Mullion"
423149,"Curtain Wall Mullions","64 x 128 rectangular",-1002050,,"Type","64 x 128 rectangular"
423149,"Curtain Wall Mullions","64 x 128 rectangular",-1002002,autodesk.spec:spec.string-2.0.0,"Family Name",""
423149,"Curtain Wall Mullions","64 x 128 rectangular",-1002001,autodesk.spec:spec.string-2.0.0,"Type Name",""
423149,"Curtain Wall Mullions","64 x 128 rectangular",-1002000,,"Type Id","232770"
423149,"Curtain Wall Mullions","64 x 128 rectangular",-1001203,autodesk.spec:spec.string-2.0.0,"Mark",""
424757,"Curtain Wall Grids","Grid Line",-1140363,,"Category","Walls: Curtain Wall Grids"
